,Kod,Popis,Typ
795,6.1.1.4,"Nebezpečná úprava rámu, která neodpovídá požadavkům výrobce nebo ovlivňuje celkovou pevnost konstrukce vozidla.",B
796,6.1.2.1.1,Drobné netěsnosti ve spojích výfukového systému.,A
797,6.1.2.1.2,Výfukový systém zjevně netěsný.,B
798,6.1.2.2.1,Některá část výfukového systému je nedostatečně upevněna nebo upevnění výfukového systému neodpovídá požadavkům a tato závada nemá vliv na funkci systému.,A
799,6.1.2.2.2,Některá část výfukového systému je nedostatečně upevněna nebo upevnění výfukového systému neodpovídá požadavkům a tato závada má vliv na funkci systému.,B
800,6.1.2.2.3,"Některá část výfukového systému je poškozena, změněna nebo chybí a tato závada má vliv na funkci systému.",B
801,6.1.2.3.1,"Nevhodné vyústění nebo netěsnost výfukového systému motoru nebo nezávislého topení, které může způsobit pronikání (např. podlahou) výfukových plynů do kabiny nebo do prostoru pro cestující.",B
802,6.1.2.3.2,"Výfukové plyny z motoru nebo z nezávislého topení se zjevně dostávají do kabiny nebo do prostoru pro cestující, ohrožení zdraví osob ve vozidle.",C
803,6.1.2.4.1,"Zjevný zásah do výfukového systému, který není v souladu s požadavky (např. ovlivňující funkci nebo bezpečnost).",B
804,6.1.2.4.2,"Označení dílů výfukového systému, je-li vyžadováno, chybí nebo neodpovídá požadavkům.",B
805,6.1.3.1.1,"Palivová nádrž je poškozená tak, zeje zjevně netěsná.",B
806,6.1.3.1.2,"Palivová nádrž určená pro pohon / vytápění vozidla neodpovídá požadavkům (homologace) nebo nestanovil-li výrobce jinak, staří palivové nádrže na LPG/ CNG překračuje stanovenou dobu nebo nejsou na vozidle demontovány kryty palivových nádrží, pokud tak stanovil výrobce u vozidla vybaveného motorem na alternativní palivo.",B
807,6.1.3.1.3,Z palivové nádrže na kapalná paliva dochází k úniku paliva.,C
808,6.1.3.1.4,Do kabiny nebo prostoru pro cestující unikají plynné výpary z netěsné palivové nádrže na kapalná paliva.,C
809,6.1.3.2.1,"Upevnění palivové nádrže ve vozidle je uvolněné, poškozené nebo spojovací prvky/úchyty chybí nebo upevnění nádrže neodpovídá požadavkům.",B
810,6.1.3.2.2,Způsob montáže z hlediska umístění palivové nádrže ve vozidle neodpovídá požadavkům (např. přídavné nádrže nebo nádrže na vodík / LPG / CNG - pohon / vytápění).,B
811,6.1.3.2.3,"Upevnění palivové nádrže ve vozidle je natolik nespolehlivé (např. spojovací prvky/úchyty uvolněné, poškozené nebo chybí), že je bezprostředně ohrožena bezpečnost jízdy vozidla nebo provoz na pozemních komunikacích.",C
812,6.1.3.3.1,"Víčko plnicího hrdla palivové nádrže je netěsné nebo neodpovídá požadavkům, nebo je-li vyžadováno, nelze víčko uzamknout nebo víčko palivové nádrže chybí.",B
813,6.1.3.3.2,Dochází k úniku paliva plnicím hrdlem palivové nádrže.,C
814,6.1.3.4,"Ventil palivové nádrže, je-li vyžadován, zjevně nefunguje správně nebo chybí nebo neodpovídá požadavkům.",B
815,6.1.3.5.1,"Palivové potrubí / hadice nebo jejich spojovací prvky (spony) jsou poškozené, ale tato závada nemá vliv na spolehlivost a těsnost systému.",A
816,6.1.3.5.2,Palivové potrubí / hadice je netěsné nebo poškozené nebo zjevná koroze palivového potrubí / spojovacích prvků (spon) má vliv na spolehlivost a těsnost systému.,B
817,6.1.3.5.3,"U nízkotlaké části systému pohonu / vytápění vozidla použito nevhodné palivové potrubí / hadice, které neodpovídá požadavkům nebo způsob spojení palivového potrubí / hadic je nespolehlivé, uvolněné nebo neodpovídá požadavkům (např. u LPG / CNG).",B
818,6.1.3.5.4,Z netěsného palivového potrubí / hadice nebo jejich spojení dochází k úniku paliva.,C
819,6.1.3.5.5,Z netěsného plynového potrubí / hadice nebo spojení systému pohonu / vytápění na LPG / CNG uniká plyn (z nízkotlaké / vysokotlaké části).,C
820,6.1.3.6.1,"Upevnění palivového potrubí je uvolněné, ale tato závada nemá vliv na spolehlivost systému.",A
821,6.1.3.6.2,"Upevnění palivového potrubí / hadic je uvolněné, nespolehlivé nebo způsob montáže palivového potrubí / hadic neodpovídá požadavkům a tato závada má vliv na bezpečnost nebo spolehlivost systému.",B
822,6.1.3.7.1,Z důvodu hromadění maziva v motorovém prostoru (např. spodní kryt motoru) hrozí nebezpečí vzniku požáru.,B
823,6.1.3.7.2,"Zařízení, které tepelně chrání nádrž / palivové potrubí od výfukového systému (tepelný štít), je-li zařízení vyžadováno, je poškozené tak, že není zařízení dostatečně funkční.",B
824,6.1.3.7.3,"Z důvodu nashromážděného množství paliva, nebo jiného hořlavého materiálu v motorovém prostoru (např. spodní kryt motoru) nebo z důvodu nefunkčního nebo chybějícího zařízení, které tepelně chrání nádrž / palivové potrubí od výfukového systému (tepelný štít), je-li zařízení vyžadováno, hrozí bezprostřední nebezpečí vzniku požáru vozidla.",C
825,6.1.3.7.4,"Systém LPG / CNG / LNG nebo vodíkový systém není v souladu s požadavky, některá z částí systému je vadná.",C
826,6.1.3.8.1,Montáž systému pohonu na vodík / LPG / CNG ve vozidle není uvedena v technickém průkazu vozidla (neschválená přestavba).,B
827,6.1.3.8.2,Způsob montáže systému pohonu na vodík / LPG / CNG do vozidla není v souladu s požadavky.,B
828,6.1.3.8.3,"Některý komponent systému pohonu na vodík / LPG / CNG je poškozený (např. plynotěsná skřínka), chybí, není funkční nebo neodpovídá požadavkům homologace.",B
829,6.1.3.8.4,"Způsob montáže systému pohonu na vodík / LPG / CNG ve vozidle je v rozporu s požadavky na bezpečnost a bezprostředně ohrožuje život a zdraví přepravovaných osob, bezpečnost jízdy vozidla nebo provoz na pozemních komunikacích.",C
830,6.1.3.8.5,Do kabiny nebo do prostoru pro cestující uniká plyn ze systému pohonu na LPG/CNG,C
831,6.1.3.8.6,"Vozidlo, je-li vyžadováno, není označeno předepsaným štítkem označující montáž systému pohonu na LPG / CNG / vodík nebo označení na vozidle je poškozené nebo není dostatečně viditelné.",B
832,6.1.3.9.2,Způsob montáže systému nezávislého vytápění na kapalná / plynná paliva do vozidla není v souladu s požadavky.,B
833,6.1.3.9.3,"Některý komponent systému nezávislého vytápění na LPG/CNG je poškozený, chybí, není funkční nebo neodpovídá požadavkům homologace.",B
834,6.1.3.9.4,Způsob montáže systému nezávislého vytápění na kapalná / plynná paliva ve vozidle je v rozporu s požadavky na bezpečnost.,C
835,6.1.3.9.5,Do kabiny nebo do prostoru pro cestující unikají plynné výpary/plyny LPG / CNG ze systému nezávislého vytápění (kapalná / plynná paliva).,C
836,6.1.4.1.1,"Poškození nebo deformace zařízení ochrany proti podjetí zezadu, boční ochrany nebo nárazníku, které nemá vliv na jeho funkci nebo bezpečnost.",A
837,6.1.4.1.2,"Zařízení ochrany proti podjetí zezadu, boční ochrana, nárazník, je-li vyžadován, chybí, je neúplný nebo některá část zařízení je poškozená tak, že zařízení neplní svůj účel nebo konstrukce zařízení nebo jeho montáž na vozidle není v souladu s požadavky.",B
838,6.1.4.2.1,"U zařízení ochrany proti podjetí zezadu, boční ochrany nebo nárazníku, chybí bezpečné zakončení ostrých nebo náběžných hran (krytky) nebo zařízení je deformované, prasklé, neúplné nebo je poškozené natolik, že může způsobit zachycení osob (nebezpečné hrany).",B
839,6.1.4.2.2,"Zařízení ochrany proti podjetí zezadu, boční ochrana nebo nárazník je v tak zhoršeném technickém stavu (uvolněný, prasklý, deformovaný, vyhnutý do strany), že bezprostředně hrozí jeho upadnutí nebo zachycení osob (nebezpečné hrany).",C
840,6.1.4.3.1,"Některé spojovací prvky zařízení ochrany proti podjetí zezadu, boční ochrany nebo nárazníku jsou uvolněné nebo upevnění zařízení na vozidle je uvolněné, avšak tato závada nemá vliv na jeho funkci nebo bezpečnost.",A
841,6.1.4.3.2,"Některé spojovací prvky zařízení ochrany proti podjetí zezadu, boční ochrany nebo nárazníku jsou uvolněné nebo chybí nebo upevnění zařízení na vozidle je uvolněné nebo není spolehlivé nebo neodpovídá požadavkům a tato závada ovlivňuje jeho funkci nebo bezpečnost.",B
842,6.1.5.1.1,"Nosič náhradního kola poškozený, avšak tato závada nemá vliv na jeho funkci nebo spolehlivost.",A
843,6.1.5.1.2,"Nosič náhradního kola poškozený, neúplný nebo není funkční.",B
844,6.1.5.1.3,Nefunkční zajištění nosiče proti samovolnému sklopení náhradního kola.,C
845,6.1.5.2,Nosič náhradního kola má praskliny nebo je nespolehlivě upevněn.,B
846,6.1.5.3.1,Náhradní kolo není spolehlivě upevněno v prostoru pro náhradní kolo nebo náhradní kolo není spolehlivě upevněno na jiném místě vozidla (např. při instalaci toroidní nádrže na LPG).,B
847,6.1.5.3.2,Náhradní kolo není spolehlivě upevněno k nosiči náhradního kola a bezprostředně hrozí jeho upadnutí na vozovku.,C
848,6.1.6.1,"Montáž spojovacího zařízení není uvedena v předložené dokumentaci k vozidlu nebo montáž neodpovídá požadavkům (např. výrobce / technickým požadavkům) nebo spojovací zařízení, není-li stanoveno jinak, není schváleného provedení.",B
849,6.1.6.2.1,"Poškození, praskliny nebo deformace některé části spojovacího zařízení (pouze samostatné tažné vozidlo).",B
850,6.1.6.2.2,"Poškození, praskliny nebo deformace některých částí spojovacího zařízení u jízdní soupravy.",C
851,6.1.6.3.1,Zjevně nadměrné opotřebení některé části spojovacího zařízení.,B
852,6.1.6.3.2,"Opotřebení některých částí spojovacího zařízení u jízdní soupravy je v natolik zhoršeném technickém stavu, že je bezprostředně ohrožena bezpečnost silničního provozu (rozpojení jízdní soupravy).",C
853,6.1.6.3.3,Ke kontrole není předložena příslušná část odnímatelného spojovacího zařízení tažného vozidla.,B
854,6.1.6.4.1,"Upevnění spojovacího zařízení vadné, uvolněné, nespolehlivé nebo upevnění spojovacího zařízení neodpovídá požadavkům.",B
855,6.1.6.4.2,"Upevnění některých částí spojovacího zařízení jízdní soupravy je natolik nespolehlivé, že je bezprostředně ohrožena bezpečnost jízdy jízdní soupravy.",C
856,6.1.6.5.1,"Zajištění proti neúmyslnému rozpojení spojovacího zařízení (pojistka), je-li vyžadováno, chybí, je poškozeno, nefunguje správně nebo není spolehlivé.",B
857,6.1.6.5.2,"Bezpečnostní zajištění při neúmyslném rozpojení jízdní soupravy (zajišťovací lanko, řetěz), je-li vyžadováno, chybí nebo neodpovídá požadavkům, je poškozené nebo je nadměrně zkorodované a z tohoto důvodu není spolehlivé.",B
858,6.1.6.6,"Indikátor pro indikaci uzavření spojovacího zařízení, je-li vyžadován, nefunguje správně.",B
859,6.1.6.7.2,Spojovací zařízení zakrývá registrační značku nebo předepsané osvětlení vozidla a tato závada ovlivňuje podstatným způsobem viditelnost předepsaného osvětlení nebo viditelnost nebo čitelnost tabulky registrační značky.,B
860,6.1.6.8.1,"Nebezpečná úprava spojovacího zařízení, která má vliv na spolehlivost spojení vozidel.",B
861,6.1.6.8.2,"Nebezpečná úprava spojovacího zařízení, která bezprostředně ohrožuje bezpečnost spojení jízdní soupravy.",C
862,6.1.7.1.1,"Na přírubě kloubových hřídelů u převodového ústrojí jsou některé šrouby zjevně uvolněné nebo viditelné zajištění šroubů, je-li zjevně vyžadováno, chybí nebo neplní svoji funkci.",B
863,6.1.7.1.2,"Spojení kloubových hřídelů u převodového ústrojí je natolik nespolehlivé, že je bezprostředně ohrožena bezpečnost jízdy vozidla (nebezpečí upadnutí hřídele).",C
864,6.1.7.2.1,V uložení hřídele převodového ústrojí jsou zjevně větší vůle než provozní.,B
865,6.1.7.2.2,"V uložení hřídele převodového ústrojí (ložiska) jsou zjevně natolik velké vůle, zeje bezprostředně ohrožena bezpečnost jízdy vozidla.",C
866,6.1.7.3.1,V universálních kloubech u převodového ústrojí jsou zjevně větší vůle než provozní (axiální a radiální).,B
867,6.1.7.3.2,"Opotřebení univerzálních kloubů u převodového ústrojí je nadměrné natolik (axiální a radiální vůle), zeje bezprostředně ohrožena bezpečnost jízdy vozidla.",C
868,6.1.7.4.1,Stav pružných členů u kloubů u převodového ústrojí je zjevně zhoršený.,B
869,6.1.7.4.2,"Stav pružných členů u kloubů u převodového ústrojí je zjevně zhoršený natolik, zeje bezprostředně ohrožena bezpečnost jízdy vozidla.",C
870,6.1.7.5,Poškozená nebo zjevně deformovaná hřídel u převodového ústrojí.,B
871,6.1.7.6.1,,B
872,6.1.7.6.2,"Ložiskové pouzdro u převodového ústrojí je natolik poškozené, že je bezprostředně ohrožena bezpečnost jízdy vozidla.",C
873,6.1.7.7.1,"Prachovka na převodovém ústrojí je prasklá, avšak nedochází k úniku maziva.",A
874,6.1.7.7.2,"Prachovka na převodovém ústrojí je chybně upevněná nebo poškozená natolik, že neplní svoji funkci nebo prachovka chybí.",B
875,6.1.7.8,Nepovolená oprava nebo úprava převodového ústrojí.,B
876,6.1.7.9,"Povinný ochranný kryt řetězu / řemenice u převodového ústrojí je poškozen natolik, že neplní svůj účel nebo neodpovídá požadavkům nebo chybí (např. u motocyklu).",B
877,6.1.8.1.1,"Uložení motoru je uvolněné, s prasklinami nebo ve zhoršeném stavu nebo způsob uložení motoru neodpovídá požadavkům.",B
878,6.1.8.1.2,"Uložení motoru je natolik zjevně nespolehlivé, že je bezprostředně ohrožena bezpečnost.",C
879,6.1.9.1,Zjevný nepovolený zásah do řídicí jednotky.,B
880,6.1.9.2,Zjevná nepovolená úprava motoru.,B
881,6.1.9.3,Zjevné nepovolené použití přídavných řídicích (korekčních) jednotek.,B
882,6.2.1.1.1,"Povrchová koroze kabiny, karosérie nebo nástavby vozidla.",A
883,6.2.1.1.2,"Koroze části karosérie, kabiny nebo nástavby vozidla, která narušuje celkovou pevnost a spolehlivost konstrukce vozidla.",B
884,6.2.1.1.3,"Koroze narušila karosérii, kabinu nebo nástavbu vozidla natolik, že je bezprostředně ohrožena bezpečnost jízdy vozidla.",C
885,6.2.1.1.4,"Deformace, praskliny nebo lomy karosérie, kabiny nebo nástavby vozidla, které ovlivňují její pevnost.",B
886,6.2.1.1.5,"Rozsah poškození karosérie, kabiny nebo nástavby vozidla deformacemi, prasklinami je natolik závažné, že je bezprostředně ohrožena bezpečnost jízdy vozidla.",C
